Sektor,Saham_Y,Saham_X,Test_Statistic,P_Value
properti,NZIA,BEST,-4.993018067589043,0.00016957836409759954
properti,MTLA,PAMG,-4.9409895286434375,0.00021105605194458098
properti,NZIA,POLL,-4.933324292809035,0.00021792800424358648
properti,NZIA,PUDP,-4.8634870307611004,0.00029112393908317554
properti,MTLA,BAPA,-4.8167119951234065,0.0003525962062354827
properti,SMDM,BAPA,-4.7998167121887665,0.0003776795192192099
properti,PWON,ASRI,-4.72436188136531,0.0005117583015127099
properti,NZIA,MTSM,-4.650477091184574,0.0006856360063461156
properti,DMAS,PAMG,-4.467623089479501,0.0013835980560773522
properti,NZIA,MTLA,-4.453892828505712,0.0014566346441465521
properti,PWON,LPCK,-4.423530446167698,0.0016310745051715918
properti,MTLA,SATU,-4.419712547933952,0.0016543347256873574
properti,LPKR,PAMG,-4.366902448736636,0.002009346294763884
properti,NZIA,KIJA,-4.362330810521816,0.0020431874031320595
properti,KIJA,SATU,-4.361371066998542,0.0020503585440196054
properti,MTSM,PUDP,-4.360805021676387,0.0020545989218635936
properti,MTLA,SMDM,-4.342749863848122,0.002194192730520044
properti,MTLA,LPKR,-4.336145148802202,0.0022474133762832656
properti,URBN,CTRA,-4.331979448312696,0.0022815919395601995
properti,MTLA,DILD,-4.318695034514336,0.0023938239861945034
properti,MTLA,MMLP,-4.3178503568486,0.0024011298760786034
properti,POLI,RISE,-4.314425739379305,0.0024309620854845314
properti,NZIA,SMRA,-4.286784988449412,0.0026845737859976155
properti,DMAS,RISE,-4.281340646685214,0.0027373178126722303
properti,URBN,BSDE,-4.279583014495102,0.0027545484392195326
properti,PAMG,RISE,-4.266594033087346,0.002885015809838389
properti,KIJA,RISE,-4.259056958254007,0.0029633074189635155
properti,KIJA,PUDP,-4.232000582484554,0.0032607439135642984
properti,PAMG,POLI,-4.167480920545401,0.004083948135608903
properti,KIJA,RDTX,-4.159828060651582,0.004193285764744442
teknologi,SKYB,KIOS,-15.005002224586232,9.156219240169963e-27
teknologi,SKYB,ATIC,-13.966259199956324,4.173729731587813e-25
teknologi,SKYB,DIVA,-13.531687859098895,2.5754228751031184e-24
teknologi,SKYB,GLVA,-12.630761877802737,1.6240357416709883e-22
teknologi,SKYB,MTDL,-12.016448773996308,3.5334152599949005e-21
teknologi,SKYB,DMMX,-11.896917130584029,6.570983727657931e-21
teknologi,SKYB,NFCX,-11.807999190695753,1.0467839504065906e-20
teknologi,SKYB,EMTK,-10.673807207375972,5.194297411855397e-18
teknologi,SKYB,PTSN,-10.217901199471314,7.032215968430867e-17
teknologi,SKYB,MCAS,-10.215652007651691,7.124016542723536e-17
teknologi,SKYB,MLPT,-7.30718508228499,1.5649050497723622e-09
teknologi,SKYB,HDIT,-6.155916480054987,7.427363192837459e-07
teknologi,ATIC,HDIT,-5.371492980046028,3.228522607628244e-05
teknologi,ATIC,DIVA,-4.962125517019541,0.00019315898894953543
teknologi,ATIC,GLVA,-4.758450749434205,0.0004464072169022549
teknologi,KREN,HDIT,-4.706634629831792,0.0005492119847630971
teknologi,KREN,DIVA,-4.601112022899627,0.0008312894724359279
teknologi,SKYB,KREN,-4.592408509150382,0.00085980550669891
teknologi,KREN,KIOS,-4.578548564981996,0.0009071164234590389
teknologi,KREN,NFCX,-4.37611805762392,0.0019427020121206605
teknologi,KREN,DMMX,-4.318041875455298,0.002399471566037999
teknologi,KREN,MTDL,-4.300681277948199,0.0025541686748083527
teknologi,KREN,ATIC,-4.246003796352226,0.003103539119145781
teknologi,KREN,EMTK,-4.221408329693669,0.0033844808071913854
teknologi,KREN,MCAS,-4.193727404676852,0.0037284744540564715
teknologi,KREN,GLVA,-4.1759073788294385,0.0039665790284230725
teknologi,LUCK,GLVA,-4.078645602570857,0.005529287844237851
teknologi,KREN,MLPT,-3.9810108897079353,0.007641789729458014
teknologi,SKYB,LUCK,-3.975049134163183,0.007791754301571521
teknologi,KREN,PTSN,-3.8930182610775574,0.0101416111595636
teknologi,KIOS,DIVA,-3.7311580835990235,0.016702030090918127
teknologi,PTSN,MLPT,-3.6589393356134803,0.020674298007471982
teknologi,ATIC,LUCK,-3.6023823654166653,0.024335790594445524
teknologi,PTSN,DMMX,-3.5930714949578832,0.024989358690813653
teknologi,ATIC,PTSN,-3.550991376231489,0.028134979964066678
teknologi,MLPT,DMMX,-3.527649713081472,0.030021760849844842
teknologi,ATIC,EMTK,-3.5016190111048258,0.032252136276652923
teknologi,ATIC,MTDL,-3.4978493175705365,0.032586518378729924
teknologi,LUCK,DIVA,-3.479342253869407,0.03427111774625007
teknologi,LUCK,KIOS,-3.4754250119631123,0.03463697778750938
teknologi,LUCK,HDIT,-3.387495101503888,0.043758489070520844
teknologi,ATIC,DMMX,-3.3500269965345235,0.04821201975947484
transportasi_dan_logistik,AKSI,HELI,-5.658900432942716,8.511131716816348e-06
transportasi_dan_logistik,LRNA,JAYA,-4.520224673180803,0.001134218738338648
transportasi_dan_logistik,LRNA,WEHA,-4.498647595162705,0.0012309512106995915
transportasi_dan_logistik,IMJS,ASSA,-4.4011408313167015,0.0017719431152407442
transportasi_dan_logistik,LRNA,BIRD,-4.291578739280116,0.0026389101589965654
transportasi_dan_logistik,BPTR,WEHA,-4.194741065194998,0.003715332292179191
transportasi_dan_logistik,LRNA,NELY,-4.17607655878355,0.003964254517687843
transportasi_dan_logistik,IMJS,JAYA,-4.165627844352043,0.004110181398735309
transportasi_dan_logistik,LRNA,BPTR,-4.128282048102581,0.004672811421457981
transportasi_dan_logistik,LRNA,IMJS,-4.104881448153418,0.005060270173269166
transportasi_dan_logistik,LRNA,SMDR,-4.037674122691707,0.006341122291330398
transportasi_dan_logistik,LRNA,TMAS,-4.017780660826988,0.006772990644681503
transportasi_dan_logistik,BIRD,NELY,-3.9611246906817588,0.008152388494218224
transportasi_dan_logistik,LRNA,ASSA,-3.940739362937604,0.00870745306978477
transportasi_dan_logistik,TNCA,ASSA,-3.9201449632991596,0.009302427843497735
transportasi_dan_logistik,AKSI,TRUK,-3.865251567166492,0.011070022577085455
transportasi_dan_logistik,BIRD,TMAS,-3.8627450721127796,0.011157446924501761
transportasi_dan_logistik,LRNA,TNCA,-3.7847717938718595,0.014202693739249112
transportasi_dan_logistik,LRNA,HELI,-3.7595138110884436,0.015335789495121509
transportasi_dan_logistik,SAFE,WEHA,-3.7358076910257707,0.01647092847678532
transportasi_dan_logistik,LRNA,SAFE,-3.7288666880019,0.01681696363315483
transportasi_dan_logistik,LRNA,AKSI,-3.720760420023553,0.017229152096301607
transportasi_dan_logistik,LRNA,TRUK,-3.6676805268811905,0.020153398117166793
transportasi_dan_logistik,BPTR,TNCA,-3.6044152474647717,0.02419507169056964
transportasi_dan_logistik,SAFE,BPTR,-3.603023003267964,0.024291368762323896
transportasi_dan_logistik,IMJS,TNCA,-3.597922845276555,0.024646959712691208
transportasi_dan_logistik,BIRD,SMDR,-3.5721952025204624,0.026509910417053296
transportasi_dan_logistik,IMJS,TRUK,-3.499927658739821,0.032401801789839514
transportasi_dan_logistik,BPTR,JAYA,-3.4441093424699165,0.0376821241713092
transportasi_dan_logistik,SAFE,TNCA,-3.4267771980733643,0.039462195859696306
transportasi_dan_logistik,SAFE,JAYA,-3.4261134512929368,0.03953174276242469
transportasi_dan_logistik,IMJS,BPTR,-3.410151903526494,0.041235352482179695
transportasi_dan_logistik,SAFE,TMAS,-3.403994124838062,0.04190877830894444
transportasi_dan_logistik,BIRD,AKSI,-3.3713995338710636,0.04562789276285039
